loss,cer
5.647556198266679e-06,7.228156351437367
5.86235154547045e-06,7.12979128826289
6.054212608157752e-06,7.037549649846581
3.4909662270156435e-06,6.948551430218425
3.057270940342863e-06,6.861155693116137
3.5870537794410755e-06,6.776493383327367
4.030291908854498e-06,6.692558182699347
4.982913732317215e-06,6.61493031355345
4.066565910725948e-06,6.539638865693042
3.161600619428789e-06,6.465089447680558
2.9884957301382466e-06,6.393797180872906
3.2245969819001935e-06,6.325242522812977
3.509957274961704e-06,6.257692737208109
2.815479351698805e-06,6.189430335666712
3.3589054874698316e-06,6.124425431881783
3.7541905246352615e-06,6.0622049062154
3.3125627834291916e-06,6.001133192768382
2.8424478144888656e-06,5.940840157799732
2.5984297412941023e-06,5.8853723036776495
2.8260487143537286e-06,5.830604726514666
3.1145037533054256e-06,5.776131089151472
2.8441633230148793e-06,5.722302073416293
1.6989433128136812e-06,5.6679299087902
2.106370799514931e-06,5.6156049682452736
2.5417196928177235e-06,5.564678735782594
2.437006902258997e-06,5.515633409755839
3.908369821869369e-06,5.469667516338312
3.1283522817014144e-06,5.42456817707213
3.1990307603333007e-06,5.377427883458489
3.6349610703166996e-06,5.333922860928291
4.811503854812353e-06,5.290518473080304
5.724679567745867e-06,5.249350824891679
3.67604772842093e-06,5.206643905729308
1.920074802560339e-06,5.163492674781463
2.3441046726926567e-06,5.121772822405059
3.2638910911984676e-06,5.080781149026262
3.2707218031598464e-06,5.041963007542359
2.68106266140381e-06,5.006447446892804
3.202768941619592e-06,4.969466623680585
3.5415351894232123e-06,4.9332254690507344
2.8336320863430106e-06,4.897642502534245
2.2934392687258425e-06,4.862110467675844
2.814846025302466e-06,4.827578296977851
2.75816260136357e-06,4.793581382248728
2.1659406729237873e-06,4.75961031082758
2.1534018276414864e-06,4.726954796611473
1.8809596188220168e-06,4.6935661111936104
1.8344684383633933e-06,4.659864415539888
1.3517251156298775e-06,4.629855075035715
1.646618227845027e-06,4.599179278734979
2.0239783147851397e-06,4.569151458797784
9.045618165021487e-07,4.539249079391319
1.8803954044654934e-06,4.5095629601280445
9.96487547013863e-07,4.481547266268403
9.930370862907035e-07,4.455473201981452
7.717321348603341e-07,4.428930376377066
3.923346813095116e-07,4.4026706581876365
3.923370011491963e-07,4.377779898434838
1.2976476212566943e-06,4.354516754888995
3.1936230335243157e-06,4.328869936868817
1.3571844051319747e-06,4.305371300158607
1.0728162705510829e-06,4.281269783744911
8.95605770962272e-07,4.25767925564718
7.041731595040777e-07,4.233874786759536
9.22059459642246e-07,4.211067437899235
1.3333918045639606e-06,4.188230108000882
5.633249012284789e-07,4.16562569695651
7.648171471417245e-07,4.143638960161397
8.377902988900469e-07,4.121262655960311
6.346106838187113e-07,4.099092454051434
3.612687548808601e-07,4.077788629582324
4.424179679328036e-07,4.056664730233995
4.3737598891984106e-07,4.035620084292279
4.880589108992147e-07,4.015098351173028
6.70816590836508e-07,3.9952056077348916
6.003831924902969e-07,3.976733613256705
3.526135434490538e-07,3.9573901599003585
6.644999606095162e-07,3.9391480516984
2.8515234889029513e-07,3.9227245482495072
4.744150966928052e-07,3.9055315024934147
3.18995602507247e-07,3.888415758049675
3.3647844390583267e-07,3.870827393954726
1.9984163695667228e-07,3.8534338245169244
2.0005407647662455e-07,3.837023049813811
3.5407058496878863e-07,3.8230669325814537
3.0597905491568656e-07,3.808887031949556
3.0782377215578115e-07,3.818294350688717
1.1835448295966132e-06,3.829370232446113
4.453780129956449e-07,3.8135506778028043
5.483523845668887e-07,3.797268269947285
4.1681629882306585e-07,3.7809421285091687
2.36154353524093e-07,3.7649635268719464
2.7173075411040454e-07,3.749444400797209
3.520011650410166e-07,3.734173484502526
8.299199533000732e-08,3.71901538456053
2.7490326195789265e-07,3.703915676255915
1.7766738392227018e-07,3.6890747724002586
2.430355074748141e-07,3.6745327938451475
1.261117064584423e-07,3.660463976517022
1.3234024413910723e-07,3.6466150674983098
1.0956690035177404e-07,3.632793600093369
5.535407492361492e-08,3.6190724133372565
1.662033546144581e-07,3.6056522479896045
1.5374282737977954e-07,3.5925158026960835
3.753977629185367e-08,3.5795658082813957
1.6770594632528788e-07,3.5667214889921155
3.6888660640570325e-07,3.553787349165836
-1.228165678168652e-08,3.5407201712594363
1.0136502747443129e-07,3.5279858662443764
1.1786161608611794e-07,3.515539141862584
-4.627372321708875e-09,3.5031761883638874
1.9707616909463215e-07,3.4908529703546916
1.5808914965739825e-07,3.5254164327306503
2.0612014499941964e-08,3.513098706407456
1.54381187914857e-07,3.5010354500516736
1.7342105154164573e-07,3.489655269865768
3.840885134517987e-08,3.549223113400855
6.449220314412121e-08,3.5615727699712725
1.1675819375002783e-07,3.62083816075168
-6.138836651706468e-08,3.67577942398961
4.337278798444797e-08,3.7296074813725215
5.4042838344123954e-08,3.7852835230572435
2.486978619016841e-08,3.8353303088026225
3.870531004835019e-07,3.887220187709172
6.980964213543996e-08,3.939299645476143
5.0915818158571184e-08,3.9921409401307515
-8.948169054318879e-08,4.043198702579694
-5.35612601464269e-08,4.09501445219458
-1.1361983201377298e-08,4.142427870996417
-1.8221486214335458e-08,4.192873385016678
-9.517539711608461e-08,4.235660337368083
1.486629049928616e-07,4.256439234480749
1.3530500472143958e-07,4.307186786581267
2.413144380939896e-08,4.354010088874107
-7.595295619496867e-08,4.4050036170811255
7.834389566257757e-08,4.452442800880024
-7.02563591138271e-08,4.497264409977311
-1.6126422761848502e-08,4.543524300576453
-1.3554632276544024e-07,4.588293431071484
4.137138838285429e-08,4.631789321121427
